main_tweet,main_tweet_id,verified,followers,like_count,reply_count,retweet_count,quote_count,replies,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5.24923E+17,FALSE,0,0,0,0,0,"[{""tweet_id"": 524929863333842944, ""tweet"": ""@Henderburn Hi Peter, this is Marta, reporter from Demotix. Did you take the photo? Would be ok for us to use? Can you send it? thanks"", ""created_at"": 1413988006.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 524923106289516546, ""tweet"": ""Reports of gunshots unconfirmed RT @Henderburn: Only photo I will tweet. CPR being performed on the soldier #ottawa http://t.co/zO6CGFl7QR"", ""created_at"": 1413986395.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 1, ""quote_count"": 0}, {""tweet_id"": 524935505755254786, ""tweet"": ""@Henderburn why are there no police ??"", ""created_at"": 1413989352.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 524927409100193792, ""tweet"": ""@Henderburn @alimhaider wow. Prayers for the soldier."", ""created_at"": 1413987421.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 525014151161081856, ""tweet"": ""@tdgecas @Henderburn I agree Tyler, have some respect.That man shot is servicing your country and all you want to do is snap a pic.Pity you!"", ""created_at"": 1414008102.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 524964692423630849, ""tweet"": ""@tdgecas @Henderburn well said @tdgecas"", ""created_at"": 1413996310.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 524940813089144833, ""tweet"": ""@Henderburn @nomedeplume84 ...seriously?! You're trying to profit from this? Think about it..."", ""created_at"": 1413990617.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 524923432933552128, ""tweet"": ""@Henderburn thank you for posting. It may just be hard to tell in the picture but bystanders look quite calm considering gunfire in area."", ""created_at"": 1413986473.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 524941702046707712, ""tweet"": ""@Henderburn I'm a Photo Editor @ ABC- Would you be willing to share this with all ABC News platforms and with partners if we credit?"", ""created_at"": 1413990829.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 525020495759282176, ""tweet"": ""@DriesBrent @tdgecas @Henderburn You have a phone! Did you call for help? Nope. I took pics to sell and tweeted that I'm on CNN and ABC."", ""created_at"": 1414009615.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is COVID-19 the same as SARS?
No. The virus that causes COVID-19 and the one that caused the outbreak of Severe Acute Respiratory Syndrome (SARS) in 2003 are related to each other genetically, but the diseases they cause are quite different.",1.24849E+18,FALSE,113,0,1,0,0,"[{""tweet_id"": 1248490841053605888, ""tweet"": ""WHAT ARE CORONAVIRUSES, COVID-19 AND HOW ARE THEY RELATED TO SARS?\n\nWhat is a coronavirus?\nCoronaviruses are a large family of viruses which may cause illness in animals or humans."", ""created_at"": 1586498387.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1248490847869399046, ""tweet"": ""In humans, several coronaviruses are known to cause respiratory infections ranging from the common cold to more severe diseases such as Middle East Respiratory Syndrome (MERS) and Severe Acute Respiratory Syndrome (SARS)."", ""created_at"": 1586498388.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1248490861924507649, ""tweet"": ""The most recently discovered coronavirus causes coronavirus disease COVID-19.\n\nWhat is COVID-19?\nCOVID-19 is the infectious disease caused by the most recently discovered coronavirus. This new virus and disease were unknown before the outbreak began in Wuhan, China, in Dec 2019."", ""created_at"": 1586498391.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1248490890458329094, ""tweet"": ""SARS was more deadly but much less infectious than COVID-19. There have been no outbreaks of SARS anywhere in the world since 2003."", ""created_at"": 1586498398.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@I_am_niyi @iefamharris Lmfao...why do we need it more? Lockdown?😂,1.24435E+18,FALSE,1303,0,2,0,0,"[{""tweet_id"": 1244338262669393921, ""tweet"": ""I look like Runtown? https://t.co/bWtuagobja"", ""created_at"": 1585508335.0, ""like_count"": 3, ""reply_count"": 2, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244338375588564992, ""tweet"": ""@I_am_niyi No whine me ooo. Make me sef panic buy na \ud83d\ude2d"", ""created_at"": 1585508362.0, ""like_count"": 1, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244338479263289348, ""tweet"": ""@iefamharris Ask Sinzu \ud83d\ude02"", ""created_at"": 1585508386.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244338914082652165, ""tweet"": ""@I_am_niyi No be so ooooo \ud83d\ude2d"", ""created_at"": 1585508490.0, ""like_count"": 1, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244339188255916034, ""tweet"": ""@iefamharris Na @Adeoluwa_noble put us for call waiting and just disappear"", ""created_at"": 1585508555.0, ""like_count"": 0, ""reply_count"": 2, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244339437611466752, ""tweet"": ""@I_am_niyi @Adeoluwa_noble Danny boy, answer your name!"", ""created_at"": 1585508615.0, ""like_count"": 0, ""reply_count"": 2, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244339728213839873, ""tweet"": ""@iefamharris @I_am_niyi I\u2019m here bro...warris going on?"", ""created_at"": 1585508684.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244339851882790914, ""tweet"": ""@Adeoluwa_noble @iefamharris Where\u2019s our giveaway? We need it now than before"", ""created_at"": 1585508714.0, ""like_count"": 0, ""reply_count"": 2, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244340005029515264, ""tweet"": ""@I_am_niyi @iefamharris I know say you no need am... people in need not for Jacuzzis"", ""created_at"": 1585508750.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244340219995922433, ""tweet"": ""@Adeoluwa_noble @iefamharris Guuyyy stop this thing na \ud83e\udd7a"", ""created_at"": 1585508801.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244345586859597824, ""tweet"": ""@Adeoluwa_noble @iefamharris Yes na \ud83e\udd7a Pity boys"", ""created_at"": 1585510081.0, ""like_count"": 1, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244348123037794305, ""tweet"": ""@Adeoluwa_noble @I_am_niyi Spending, you dey mad ni? Wire me money jhur."", ""created_at"": 1585510686.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1244350023762141185, ""tweet"": ""@iefamharris @Adeoluwa_noble Lol \ud83d\ude02 abeg help me tell am"", ""created_at"": 1585511139.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@hitRECordJoe I hate to ask questions I'm sure I can ""search"" the info for someplace, but asking here and getting an answer feels less automatized: what do *you* do with the results of these prompts that you post about? I mean... there's a large system, obviously, but... best case scenario?",1.27099E+18,FALSE,220,0,1,0,0,"[{""tweet_id"": 1270989899961950208, ""tweet"": ""Any writers still up? Got a prompt for you. Take a look at the scene in this photo\u2014it feels eerie, even emotional, even though there aren't any people in it.\n\nNow see if you can tell the story of this scene in exactly 6 words: https://t.co/1ouVPKiQXQ"", ""created_at"": 1591862580.0, ""like_count"": 144, ""reply_count"": 96, ""retweet_count"": 10, ""quote_count"": 2}, {""tweet_id"": 1270991984774152193, ""tweet"": ""@hitRECordJoe I still post/respond not already knowing the answer... but I felt like asking for your perspective as clarification as the creator of this *awesome* system you've built."", ""created_at"": 1591863077.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.26259E+18,FALSE,0,0,0,0,0,"[{""tweet_id"": 1260579484731875333, ""tweet"": ""The question everyone one should be asking.\n\n#WhereAreTheSerologyTestResults"", ""created_at"": 1589380544.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1262722332109475842, ""tweet"": ""@MalindaMontema1 Antibody tests.  I believe they aren't showing these test results because it would prove that the morality rate for covid is less than that the flu."", ""created_at"": 1589891438.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHO: COVID-19 virus can be transmitted in areas with hot and humid climates 

https://t.co/7yd0H3VMEt https://t.co/C8T7SsUF3m",1.24116E+18,FALSE,5236,8,1,0,0,"[{""tweet_id"": 1241062171225677824, ""tweet"": ""Gusto ko kasi i-dissect kasi yung mga headliners automatic na inaassume agad na tama yung paper. As scientists ang usual sagot natin kasi is \""it's complicated\"" ahahaha."", ""created_at"": 1584727254.0, ""like_count"": 19, ""reply_count"": 2, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1241068753934118913, ""tweet"": ""Based on an online consultation (lol bakit gising pa kami) with a statistician friend:\n\na. Results are statistically significant, but weakly correlated.\n\nb. Paper is more valuable for its inference but not by its predictive power.\n\nc. We still need to consult an epidemiologist."", ""created_at"": 1584728823.0, ""like_count"": 28, ""reply_count"": 2, ""retweet_count"": 3, ""quote_count"": 1}, {""tweet_id"": 1241068755515367425, ""tweet"": ""\""It's complicated\"" for short"", ""created_at"": 1584728823.0, ""like_count"": 7, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1241071172915101701, ""tweet"": ""aka hindi tayo dapat maging kampante sa pag-pasok ng dry-season. \n\nIbig sabihin ng \""weakly correlated\"" hindi siya basta-basta maaaring gamiting pang-predict ng posibleng transmission rates.\n\nIlang araw nang mainit sa Pilipinas pero sunud-sunod pa rin ang pagdagdag sa mga kaso."", ""created_at"": 1584729400.0, ""like_count"": 15, ""reply_count"": 3, ""retweet_count"": 0, ""quote_count"": 1}, {""tweet_id"": 1241155305834024962, ""tweet"": ""From an epidemiologist (salamat po!) \n\nhttps://t.co/PXnAFq6t1N"", ""created_at"": 1584749459.0, ""like_count"": 4, ""reply_count"": 0, ""retweet_count"": 2, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.24519E+18,FALSE,0,0,0,0,0,"[{""tweet_id"": 1245049453339242501, ""tweet"": ""Toddler, 4 more injured at coronavirus party shooting in Philadelphia"", ""created_at"": 1585677896.0, ""like_count"": 1, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 1245215879853293568, ""tweet"": ""@trefryesque A party that people gather at to defy the quarantine because they don\u2019t think it\u2019s a threat."", ""created_at"": 1585717575.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#NewCrownVirus 👑

5) U.N. What is a coronavirus? 🦠

which resembles a crown👑👑👑 
 (or, in Latin, corona)
https://t.co/Si2uEiZeyD https://t.co/TDoKziY397",1.24004E+18,FALSE,4429,1,1,1,0,"[{""tweet_id"": 1240041757800140800, ""tweet"": ""#NewCrownVirus  \ud83d\udc51\n\n3) THE PRESIDENT:  No, we have our deal with China.  They\u2019re going to be buying $250 billion worth of goods and $50 billion from our farmers.  And that\u2019s a great deal for our country\n\nWe all know where it came from \ud83c\udde8\ud83c\uddf3\nhttps://t.co/wC3uMxGwVK https://t.co/3WCBaJCZvf"", ""created_at"": 1584483968.0, ""like_count"": 1, ""reply_count"": 1, ""retweet_count"": 2, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reports: Missing Afghan soldiers found trying to cross into Canada, source says -@WCVB, @7News, @NBCNews http://t.co/IPE9dDJg4d (fixes typo)",5.141E+17,TRUE,9673572,41,11,132,0,"[{""tweet_id"": 514100886231339009, ""tweet"": ""RT \u201c@BreakingNews: Reports: Missing Afghan soldiers found trying to cross into Canada, source says -@WCVB\u201d"", ""created_at"": 1411406177.0, ""like_count"": 1, ""reply_count"": 1, ""retweet_count"": 4, ""quote_count"": 0}, {""tweet_id"": 514100706358599680, ""tweet"": ""@BreakingNews @WCVB @7News @NBCNews http://t.co/2cWf1DRYn9 If you see something, say something too!"", ""created_at"": 1411406134.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 514141225382055937, ""tweet"": ""@BreakingNews @WCVB @7News @NBCNews Damn. Even they wanted out of the country."", ""created_at"": 1411415795.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 514100580923764736, ""tweet"": ""Oh, c'est la Saint Slip ! RT @BreakingNews: Reports: Missing Afghan soldiers found trying to cross into Canada, source says"", ""created_at"": 1411406104.0, ""like_count"": 2, ""reply_count"": 0, ""retweet_count"": 1, ""quote_count"": 0}, {""tweet_id"": 514104941947154432, ""tweet"": ""@BreakingNews Lol"", ""created_at"": 1411407144.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 514112781575274496, ""tweet"": ""@BreakingNews Makes me wonder if they are part of a plan to build a terrorist group in North America."", ""created_at"": 1411409013.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 514100769805434880, ""tweet"": ""Hockey season does that @BreakingNews @WCVB @7News @NBCNews"", ""created_at"": 1411406149.0, ""like_count"": 1, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 514115355556319232, ""tweet"": ""\u201c@BreakingNews: Reports: Missing Afghan soldiers found trying to cross into Canada, source says -@WCVB, @7News,\"" wow"", ""created_at"": 1411409627.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 514101328973680641, ""tweet"": ""@SNE_ALERTS @BreakingNews @WCVB will be intresting to see why they tool off"", ""created_at"": 1411406283.0, ""like_count"": 1, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hot Pockets recall involves meat from place FDA says ""processed diseased and unsound animals. http://t.co/Sa4KbVngfo http://t.co/AfZHSTSvMB",4.36157E+17,TRUE,117371,47,19,546,0,"[{""tweet_id"": 436251544976363521, ""tweet"": ""@CIARAnothesingr ewwwwwwwwww!!"", ""created_at"": 1392845448.0, ""like_count"": 1, ""reply_count"": 1, ""retweet_count"": 1, ""quote_count"": 0}, {""tweet_id"": 436379218100760577, ""tweet"": ""\u201c@wsfa12news: Hot Pockets recall involves meat FDA say processed diseased and unsound animals. http://t.co/gM7ZaDAgbX http://t.co/vVQ38dDJ8H"", ""created_at"": 1392875887.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436189948761210880, ""tweet"": "".@wsfa12news Your comments, @JimGaffigan ? #DiseasedHotPockets"", ""created_at"": 1392830762.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436214675693260800, ""tweet"": ""@wsfa12news when you report news about  food that the people should be aware of  this is help for all of us . Thank you."", ""created_at"": 1392836657.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436216175216054272, ""tweet"": ""@Mexi_Coon @wsfa12news idc idc"", ""created_at"": 1392837015.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 1, ""quote_count"": 0}, {""tweet_id"": 436172417506246656, ""tweet"": ""Shit. \u00ab@wsfa12news Hot Pockets recall involves meat from place FDA says \""processed ... http://t.co/w985BF3VcM"", ""created_at"": 1392826582.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436255939688022016, ""tweet"": ""@wsfa12news @Just_Xandria Oh....\ud83d\ude37nvm, disregard my last tweet"", ""created_at"": 1392846495.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436185674094751744, ""tweet"": ""\""@wsfa12news: Hot Pockets recall involves meat from place FDA says \""processed diseased and unsound animals. http://t.co/KpnJkW5Fzg\"" great."", ""created_at"": 1392829743.0, ""like_count"": 3, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436231941239889920, ""tweet"": ""@wsfa12news that's real cute I just ate one for lunch \ud83d\ude11"", ""created_at"": 1392840774.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436264184951894017, ""tweet"": ""@kimthugga \ud83d\udc40 \u201c@wsfa12news: Hot Pockets. FDA says \""processed diseased and unsound animals. http://t.co/7I4R6XousI http://t.co/BOap5yiBj0\u201d"", ""created_at"": 1392848461.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 4, ""quote_count"": 0}, {""tweet_id"": 436215952145797120, ""tweet"": ""Attention all thots RT \""@wsfa12news: Hot Pockets recall involves meat from place FDA says \""processed diseased and unsound animals\"""", ""created_at"": 1392836962.0, ""like_count"": 0, ""reply_count"": 1, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436266100574392320, ""tweet"": ""@wsfa12news @MomsWhoSave OMG&gt;&gt;&gt; @JimGaffigan Have you seen this..I fear for your safety!! O.O"", ""created_at"": 1392848918.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 438571578163728384, ""tweet"": ""@wsfa12news @_MarlitosWay be careful with your hot pocket... \ud83d\ude37"", ""created_at"": 1393398587.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}, {""tweet_id"": 436360109254799360, ""tweet"": ""@wsfa12news seriously the day my mom buys me TWO boxes of scrumptious hotpockets, there's a recall! #justmyluck"", ""created_at"": 1392871331.0, ""like_count"": 0, ""reply_count"": 0, ""retweet_count"": 0, ""quote_count"": 0}]",nonrumour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
